property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_cat,floor catt,price
Flat,sector 92,3.0,3.0,3,Relatively New,3583.0,1,0,2,Medium,high,1.55
Flat,sohna road,2.0,2.0,2,Relatively New,789.0,0,0,1,Low,mid,0.45
Flat,sector 77,3.0,4.0,3+,Relatively New,3657.0,1,0,0,Low,mid,1.1
Flat,sector 82,3.0,5.0,3+,Relatively New,2000.0,1,0,2,Medium,mid,1.22
House,sector 2,9.0,9.0,3+,Moderately Old,2430.0,0,0,2,Low,lower,5.7
Flat,sector 92,4.0,4.0,3,Moderately Old,1893.0,0,0,0,Medium,lower,0.8
Flat,sector 107,2.0,2.0,1,Relatively New,598.0,0,0,0,Low,mid,0.36
Flat,sector 92,3.0,4.0,3+,Relatively New,1615.0,1,0,2,High,mid,1.6
House,sector 52,6.0,5.0,3+,Moderately Old,3132.0,0,0,0,Low,lower,8.0
Flat,sector 104,3.0,2.0,3+,Relatively New,1607.0,0,0,2,Medium,high,1.2
Flat,sector 71,3.0,3.0,3,Moderately Old,1466.0,0,0,0,Medium,lower,0.98
Flat,sector 56,3.0,3.0,3,Old Property,1800.0,0,0,2,Medium,mid,1.35
Flat,sector 49,3.0,3.0,3,Old Property,1556.0,1,0,0,Low,mid,1.79
House,sector 56,2.0,2.0,No,Moderately Old,1458.0,0,0,0,Low,lower,2.95
Flat,sector 58,4.0,5.0,3,Relatively New,3182.0,1,0,2,Low,high,4.85
House,sector 31,5.0,5.0,3+,Moderately Old,1620.0,0,1,2,Medium,lower,4.25
Flat,sector 72,4.0,5.0,3+,New Property,2628.0,1,0,0,Medium,high,4.1
House,sector 33,2.0,2.0,2,New Property,1210.0,0,0,1,Medium,lower,1.35
Flat,sector 70,4.0,5.0,3+,Moderately Old,4227.0,1,0,2,Medium,mid,2.0
Flat,sector 90,3.0,3.0,3,Moderately Old,2873.0,1,0,0,Medium,high,1.25
Flat,sector 70,3.0,2.0,2,Moderately Old,1078.0,0,0,0,Medium,lower,1.0
Flat,sector 39,4.0,3.0,3,Old Property,2611.0,1,0,1,Low,mid,1.5
House,sector 50,5.0,7.0,3+,Relatively New,5850.0,1,0,2,High,lower,12.25
Flat,sector 65,3.0,3.0,3,New Property,1828.0,0,0,0,Low,high,3.29
Flat,sector 33,3.0,3.0,3,Under Construction,2667.0,1,1,0,Medium,lower,3.3
Flat,sohna road,2.0,2.0,2,Relatively New,789.0,0,0,1,Low,mid,0.46
Flat,sector 85,4.0,4.0,3,Relatively New,2600.0,1,0,0,Low,mid,2.17
Flat,sector 106,5.0,6.0,3+,Under Construction,7594.0,0,0,2,Medium,mid,6.3
Flat,sector 102,3.0,4.0,3,Relatively New,2333.0,1,0,2,Medium,mid,1.95
Flat,sector 56,1.0,2.0,1,Old Property,678.0,0,0,0,Medium,lower,0.55
Flat,sector 2,2.0,2.0,3,Old Property,1573.0,0,0,2,Medium,mid,0.95
Flat,sector 81,3.0,3.0,3+,Old Property,1989.0,0,0,0,Medium,mid,1.35
Flat,sector 81,3.0,4.0,3+,Relatively New,2090.0,1,0,1,High,mid,2.25
Flat,sohna road,3.0,2.0,3+,New Property,1201.0,0,0,0,Medium,lower,0.75
Flat,sector 107,2.0,2.0,3,Relatively New,1388.0,0,0,0,Medium,mid,1.02
Flat,sohna road,2.0,1.0,2,New Property,913.0,0,0,0,Medium,lower,0.65
House,sector 7,3.0,2.0,3+,Old Property,4320.0,0,0,0,Low,lower,6.5
Flat,sector 65,3.0,3.0,3,Relatively New,1650.0,1,0,0,Low,mid,2.65
Flat,sector 99a,2.0,2.0,2,New Property,583.0,0,0,0,Medium,mid,0.31
Flat,sector 65,2.0,2.0,2,Relatively New,1358.0,0,0,0,Low,high,1.9
Flat,sector 53,4.0,4.0,3,Moderately Old,3067.0,1,0,2,Medium,mid,6.44
Flat,sector 90,2.0,2.0,3,Moderately Old,1221.0,0,0,2,Medium,mid,0.65
Flat,sector 71,3.0,3.0,3,Relatively New,1466.0,0,0,0,Medium,mid,1.1
Flat,sector 77,3.0,4.0,3+,Relatively New,1832.0,1,0,2,High,mid,1.09
Flat,sector 69,3.0,4.0,2,Relatively New,2056.0,0,0,2,High,lower,1.75
Flat,sector 3,3.0,3.0,1,Old Property,1000.0,0,0,0,Low,,0.8
Flat,sohna road,3.0,2.0,3,Relatively New,1318.0,0,0,0,Medium,mid,1.1
Flat,sector 84,3.0,3.0,3+,Moderately Old,1710.0,0,0,2,Medium,mid,1.1
Flat,sector 85,3.0,3.0,3,Relatively New,1436.0,0,0,0,Low,mid,0.9
House,sector 49,2.0,6.0,3+,Moderately Old,1467.0,0,0,2,Low,lower,3.75
Flat,sector 90,4.0,4.0,3+,Relatively New,3030.0,1,0,2,Medium,mid,1.99
Flat,sector 109,3.0,3.0,3,Relatively New,2303.0,1,0,0,Medium,mid,1.6
Flat,sector 56,3.0,3.0,3+,Moderately Old,2251.0,1,0,2,Medium,mid,1.71
Flat,sector 37c,3.0,3.0,3+,Relatively New,3667.0,1,0,0,Low,lower,1.43
Flat,sector 113,4.0,5.0,3+,Under Construction,2060.0,0,0,2,Medium,high,2.57
House,sector 46,4.0,4.0,3,Moderately Old,900.0,0,1,2,Low,lower,2.4
Flat,sohna road road,3.0,3.0,No,New Property,1051.0,0,0,0,Medium,lower,1.65
Flat,sector 103,2.0,2.0,3,Moderately Old,1287.0,0,0,0,Low,lower,1.2
Flat,sector 113,4.0,4.0,3+,Under Construction,2553.0,1,0,0,Low,mid,2.9
Flat,sector 33,3.0,3.0,3,Under Construction,1402.0,0,0,0,Medium,mid,1.5
House,sector 9,2.0,2.0,1,Old Property,360.0,0,0,0,Low,lower,0.35
Flat,sector 83,2.0,2.0,2,Moderately Old,1126.0,0,0,0,Low,lower,0.87
Flat,sector 49,3.0,3.0,3,Relatively New,1839.0,0,0,0,Low,mid,2.23
Flat,sector 90,2.0,2.0,3,New Property,1223.0,0,0,0,Medium,mid,0.7
Flat,sector 81,2.0,2.0,1,Relatively New,1172.0,0,0,2,Low,mid,0.4
Flat,gwal pahari,4.0,4.0,3+,Moderately Old,1850.0,0,0,0,Medium,mid,1.5
House,sector 48,4.0,4.0,3,Relatively New,3240.0,1,1,2,Medium,lower,7.25
House,sector 56,6.0,6.0,3+,Moderately Old,1530.0,0,0,2,Low,lower,3.4
Flat,sector 95,2.0,2.0,3,New Property,896.0,0,0,0,Low,mid,0.56
House,sector 4,4.0,2.0,2,Moderately Old,585.0,0,0,0,Low,lower,0.65
Flat,sector 95,3.0,4.0,3+,New Property,3928.0,1,0,0,Low,mid,2.0
Flat,sector 37c,3.0,3.0,3,Relatively New,3126.0,0,0,0,Low,lower,1.25
Flat,sector 113,3.0,3.0,3,New Property,1806.0,0,0,0,Medium,mid,2.0
House,sector 2,4.0,4.0,2,Old Property,1557.0,0,0,0,Low,lower,2.5
Flat,sohna road,2.0,2.0,2,Relatively New,1275.0,0,0,0,Low,mid,0.9
Flat,sector 78,3.0,4.0,3,Moderately Old,1668.0,1,0,0,Medium,mid,0.88
House,sector 43,1.0,1.0,No,Old Property,1935.0,0,0,0,Low,lower,5.5
Flat,sector 72,3.0,4.0,3+,Moderately Old,2185.0,1,0,0,Low,mid,3.4
Flat,sector 51,5.0,6.0,3+,Moderately Old,5200.0,1,1,2,High,mid,3.55
Flat,sector 107,3.0,3.0,3,Relatively New,1758.0,0,0,0,Medium,mid,1.32
House,sector 26,5.0,7.0,3+,Relatively New,4500.0,1,0,1,Medium,lower,20.0
Flat,sector 69,3.0,3.0,2,Relatively New,1428.0,0,0,0,Medium,mid,1.4
Flat,sector 89,3.0,3.0,2,New Property,1581.0,0,0,0,Low,lower,1.2
Flat,sector 70a,2.0,2.0,3+,New Property,1312.0,0,0,0,Medium,mid,1.1
Flat,sector 4,2.0,2.0,1,Relatively New,1056.0,0,0,0,Low,lower,0.36
House,sector 110,1.0,1.0,No,Moderately Old,500.0,0,0,0,Low,lower,0.34
Flat,sector 102,2.0,2.0,3,Relatively New,1368.0,0,0,0,Low,mid,1.42
Flat,manesar,4.0,4.0,3,Moderately Old,2232.0,0,0,0,Low,mid,0.9
House,sector 13,3.0,6.0,2,Old Property,115.0,0,0,0,Low,lower,1.25
Flat,sector 66,3.0,4.0,2,Relatively New,1850.0,1,0,2,High,mid,1.9
Flat,sector 99a,2.0,2.0,1,Relatively New,606.0,0,0,0,Medium,lower,0.35
Flat,sector 95,2.0,2.0,2,New Property,670.0,0,0,2,Medium,mid,0.41
Flat,sector 66,3.0,2.0,3,Relatively New,1700.0,1,0,2,High,mid,2.4
Flat,sector 85,4.0,4.0,3,Relatively New,2600.0,0,0,0,Low,mid,2.13
Flat,sector 67a,2.0,2.0,1,Relatively New,657.0,0,0,2,Low,mid,0.53
Flat,sector 61,2.0,2.0,2,New Property,1389.0,0,0,0,Low,lower,1.85
Flat,sector 85,2.0,2.0,2,Relatively New,1075.0,0,0,0,Low,mid,0.69
Flat,sector 112,3.0,3.0,2,Relatively New,2226.0,0,0,2,High,mid,3.4
Flat,sector 83,3.0,3.0,3,Relatively New,2773.0,1,1,2,High,lower,1.4
House,sector 13,6.0,6.0,No,Old Property,192.0,0,0,0,Low,lower,0.62
Flat,sector 70,3.0,5.0,3,Moderately Old,3054.0,1,0,0,Medium,mid,1.67
Flat,sector 99a,2.0,2.0,2,New Property,1133.0,0,0,0,Low,lower,0.85
House,sector 33,6.0,5.0,3+,Relatively New,4500.0,0,0,0,Low,lower,8.0
Flat,sector 86,3.0,3.0,1,Relatively New,1745.0,0,0,0,Medium,mid,1.6
House,sector 56,5.0,6.0,3+,Relatively New,1512.0,0,0,2,Low,lower,3.25
Flat,sector 85,2.0,2.0,3,Relatively New,1638.0,0,1,0,High,mid,1.09
Flat,sector 113,3.0,2.0,2,Relatively New,1420.0,0,0,0,Low,lower,1.65
Flat,sector 79,3.0,4.0,3+,Relatively New,3389.0,1,0,2,High,mid,1.72
Flat,sector 83,3.0,3.0,3,Relatively New,2773.0,1,0,0,Low,mid,1.35
House,sector 12,2.0,4.0,2,Relatively New,846.0,0,0,2,Low,lower,1.2
Flat,sector 81,2.0,2.0,2,Relatively New,667.0,0,0,0,Low,mid,0.39
Flat,sohna road,2.0,2.0,1,Relatively New,535.0,0,0,0,Medium,lower,0.25
Flat,sohna road,2.0,2.0,3,New Property,828.0,0,0,0,Medium,lower,0.55
House,sector 33,4.0,4.0,3+,Old Property,7000.0,1,1,0,Medium,lower,8.0
House,sector 48,4.0,4.0,3+,Relatively New,3240.0,1,1,2,Medium,lower,7.8
House,sector 11,5.0,3.0,No,Moderately Old,1300.0,0,0,0,Low,lower,0.95
House,sector 36,3.0,1.0,No,New Property,1081.0,0,0,0,Low,lower,0.75
Flat,sector 106,2.0,2.0,2,New Property,1539.0,0,0,0,Medium,mid,1.05
Flat,sector 65,2.0,2.0,2,Under Construction,1140.0,0,0,0,Low,high,1.99
Flat,sector 102,2.0,2.0,1,Under Construction,817.0,0,0,0,Medium,mid,1.1
Flat,sohna road,2.0,2.0,2,Relatively New,602.0,0,0,0,Low,lower,0.38
Flat,sector 107,2.0,2.0,2,Relatively New,543.0,0,0,0,Low,lower,0.27
Flat,sector 68,2.0,2.0,3,New Property,1875.0,0,0,0,Low,lower,1.25
House,sector 109,4.0,4.0,3+,Relatively New,5400.0,0,0,2,Medium,lower,7.0
House,sector 2,3.0,9.0,3+,New Property,1557.0,1,0,2,Medium,lower,3.65
Flat,sector 102,3.0,3.0,3,Relatively New,2826.0,1,0,0,Low,mid,1.4
House,sector 65,4.0,4.0,3+,Relatively New,3600.0,1,0,0,Medium,lower,12.5
Flat,sector 33,2.0,2.0,3,New Property,86.0,0,0,0,Medium,lower,1.2
Flat,sector 77,3.0,3.0,3+,New Property,2902.0,0,1,2,Medium,mid,1.35
Flat,sector 57,3.0,2.0,3+,Moderately Old,273.0,0,0,0,Medium,lower,1.5
Flat,sector 79,2.0,2.0,3+,New Property,2561.0,0,0,0,Medium,high,0.71
Flat,sector 111,3.0,3.0,3+,Under Construction,1615.0,0,0,0,Low,mid,2.35
Flat,sector 89,3.0,3.0,3,Under Construction,1287.0,0,0,0,Low,lower,1.25
Flat,sector 79,3.0,3.0,3+,Relatively New,2244.0,0,0,0,Low,mid,2.5
Flat,sector 33,2.0,2.0,2,Under Construction,1533.0,0,0,0,Medium,mid,1.1
Flat,sector 69,3.0,3.0,1,Relatively New,1709.0,0,0,0,High,mid,1.38
Flat,sector 77,2.0,2.0,2,Relatively New,1140.0,0,1,2,Medium,mid,0.75
Flat,sector 89,2.0,2.0,2,Under Construction,1441.0,0,0,0,Low,mid,0.8
Flat,sector 104,4.0,4.0,3+,New Property,2850.0,1,0,0,Low,mid,2.5
Flat,sector 61,2.0,2.0,2,Under Construction,1333.0,0,0,0,Medium,lower,1.47
Flat,sector 37d,4.0,4.0,3,New Property,2210.0,1,0,0,Medium,lower,2.08
Flat,sector 102,3.0,3.0,3+,Relatively New,2500.0,1,0,0,High,lower,1.9
Flat,sector 70,2.0,2.0,3,Relatively New,1221.0,0,0,0,Low,lower,1.25
Flat,sector 104,4.0,5.0,3+,Relatively New,7222.0,0,0,0,Medium,high,4.45
Flat,sector 88a,2.0,2.0,1,New Property,695.0,0,0,0,Low,mid,0.45
House,sector 57,3.0,3.0,2,Old Property,2160.0,1,0,0,Low,lower,4.7
Flat,sector 74,3.0,3.0,3+,Relatively New,1800.0,0,0,0,Medium,high,2.45
House,sector 26,6.0,8.0,3+,Moderately Old,4500.0,1,1,2,Medium,lower,19.0
Flat,sector 37c,3.0,1.0,No,Relatively New,1820.0,0,0,0,Low,lower,0.95
Flat,sector 79,2.0,2.0,3,Relatively New,1422.0,0,0,0,High,lower,1.34
Flat,sohna road,1.0,1.0,1,Relatively New,478.0,0,0,2,Low,mid,0.22
Flat,sector 108,3.0,3.0,2,New Property,2120.0,1,0,0,Medium,high,3.75
Flat,sector 89,2.0,2.0,2,Under Construction,1226.0,0,0,0,Low,lower,0.85
Flat,sector 102,3.0,3.0,3,Relatively New,1493.0,1,0,2,Low,mid,1.39
Flat,sector 92,3.0,2.0,3,Moderately Old,1333.0,0,0,2,Low,lower,0.6
Flat,sector 3 phase 3 extension,2.0,2.0,2,Relatively New,778.0,0,0,0,Low,lower,0.25
Flat,sector 84,3.0,3.0,3,Relatively New,1610.0,0,0,0,Medium,mid,1.05
Flat,sector 67,3.0,4.0,3,Relatively New,4244.0,1,0,2,Medium,high,3.4
Flat,gwal pahari,4.0,4.0,3+,New Property,4840.0,1,1,2,High,high,5.9
House,sector 26,4.0,4.0,3+,Moderately Old,1800.0,0,1,0,Low,lower,5.5
Flat,sector 37d,3.0,3.0,3+,Moderately Old,1601.0,0,0,0,Low,mid,1.0
House,sector 4,2.0,1.0,1,Moderately Old,500.0,0,0,0,Low,lower,0.65
House,sector 50,4.0,4.0,3+,Old Property,2160.0,1,0,0,Medium,lower,6.8
House,sector 7,3.0,1.0,1,Relatively New,550.0,0,0,0,Low,lower,0.66
Flat,sector 70a,3.0,3.0,3,New Property,1750.0,1,0,0,Medium,lower,1.6
Flat,sector 103,3.0,3.0,3,Relatively New,1845.0,0,0,0,Low,lower,1.57
Flat,sohna road,2.0,2.0,2,Relatively New,913.0,0,0,0,High,lower,0.52
Flat,sector 109,3.0,3.0,2,Moderately Old,2576.0,1,0,2,Medium,mid,2.2
Flat,sector 84,2.0,2.0,1,Relatively New,1065.0,0,1,0,Medium,lower,0.34
Flat,sector 36,2.0,2.0,1,New Property,590.0,0,0,0,Low,lower,0.42
Flat,sector 113,3.0,4.0,3,New Property,2600.0,1,0,0,High,high,3.05
House,sector 25,6.0,7.0,3+,Moderately Old,1800.0,1,0,2,Medium,lower,6.6
Flat,sector 37d,3.0,3.0,2,Relatively New,1185.0,0,0,1,Low,mid,0.9
House,sector 25,4.0,3.0,3,Moderately Old,1800.0,0,0,0,Low,lower,6.5
Flat,sector 4,2.0,2.0,1,Relatively New,944.0,0,0,0,Low,,0.45
Flat,sector 83,3.0,3.0,3,Relatively New,3074.0,0,1,0,Medium,mid,1.08
Flat,sector 33,2.0,2.0,2,Under Construction,1492.0,0,0,0,Medium,lower,1.2
House,sector 56,8.0,8.0,3+,Moderately Old,2471.0,0,0,2,Low,lower,7.25
Flat,sector 37d,4.0,3.0,3,Relatively New,1982.0,1,0,0,Medium,mid,1.78
Flat,manesar,4.0,5.0,3+,New Property,2134.0,1,0,0,Low,mid,1.5
House,sector 26,4.0,4.0,3,Moderately Old,1800.0,1,0,0,Medium,lower,5.5
Flat,sector 66,4.0,4.0,3+,Relatively New,3500.0,1,1,2,High,high,4.85
Flat,sector 48,3.0,4.0,3,Moderately Old,1951.0,0,0,2,Medium,lower,1.8
Flat,sector 102,2.0,2.0,2,Under Construction,1017.0,0,0,0,Low,lower,1.05
Flat,sector 83,3.0,3.0,3+,Relatively New,3097.0,1,0,0,Medium,mid,1.75
Flat,sector 102,3.0,3.0,3,Relatively New,1676.0,0,0,0,Low,mid,2.0
Flat,sector 103,4.0,6.0,3+,Relatively New,5457.0,1,0,2,High,mid,2.36
House,sector 7,10.0,5.0,3,Old Property,2700.0,1,0,0,Low,lower,2.4
Flat,sector 48,3.0,4.0,3+,Moderately Old,5146.0,0,0,0,Low,lower,2.75
Flat,sector 37c,2.0,2.0,3+,Relatively New,1430.0,0,0,0,Medium,mid,0.75
Flat,sector 49,1.0,2.0,2,Moderately Old,746.0,0,0,0,Low,lower,0.94
Flat,sector 65,3.0,3.0,3+,Relatively New,3521.0,1,0,2,Low,mid,4.7
House,sector 25,5.0,6.0,3+,Old Property,3618.0,0,0,2,Medium,lower,13.5
House,sector 103,4.0,3.0,3+,Under Construction,4000.0,0,0,0,Medium,high,3.25
Flat,sohna road,2.0,2.0,3,New Property,1352.0,0,0,0,Low,lower,0.54
Flat,sector 49,3.0,3.0,3,Old Property,1600.0,0,0,2,Low,lower,1.9
Flat,sector 63,3.0,3.0,3,New Property,2000.0,0,0,0,Low,lower,3.0
House,sector 50,3.0,2.0,No,Moderately Old,2160.0,0,0,0,Low,lower,7.0
Flat,sector 71,1.0,1.0,1,Moderately Old,869.0,0,0,0,Medium,mid,1.0
Flat,sector 102,3.0,3.0,3,Relatively New,1493.0,1,0,2,Medium,lower,1.4
Flat,sector 99a,2.0,2.0,1,Relatively New,611.0,0,0,0,Medium,mid,0.26
Flat,sector 107,3.0,2.0,2,Relatively New,717.0,0,0,0,Low,mid,0.5
House,sector 109,4.0,5.0,3+,Relatively New,2430.0,1,0,2,Medium,lower,6.0
Flat,sector 60,4.0,5.0,3,Relatively New,5208.0,1,0,2,Low,high,3.6
Flat,sector 85,4.0,4.0,3,Relatively New,2600.0,0,0,0,Low,lower,2.13
Flat,sector 33,3.0,3.0,3+,New Property,2143.0,1,0,0,Medium,mid,1.9
Flat,sector 102,2.0,2.0,1,Relatively New,1135.0,0,0,1,Medium,mid,0.45
House,sector 25,5.0,5.0,2,Moderately Old,3375.0,0,0,2,Medium,lower,9.9
Flat,sector 65,3.0,3.0,3,Relatively New,2695.0,1,0,2,Medium,high,5.2
House,sector 39,1.0,1.0,2,Old Property,892.0,0,0,0,Low,lower,1.6
Flat,sector 95,2.0,2.0,2,Relatively New,1234.0,0,0,2,Medium,mid,0.56
Flat,sector 89,2.0,2.0,3+,New Property,1103.0,0,0,0,Low,lower,0.97
Flat,sector 69,3.0,3.0,2,Relatively New,1428.0,0,0,2,High,lower,1.52
Flat,sector 25,5.0,5.0,3+,Old Property,5778.0,1,0,1,Low,lower,8.0
Flat,sector 65,4.0,4.0,3+,Relatively New,1975.0,1,0,0,Medium,lower,3.0
Flat,sector 108,4.0,5.0,3,Relatively New,2343.0,0,0,0,Medium,high,3.95
House,sector 48,4.0,4.0,2,Moderately Old,2592.0,1,0,0,Low,lower,5.75
Flat,sector 79,2.0,2.0,3,New Property,1350.0,0,0,2,Medium,mid,1.35
Flat,sector 99a,3.0,5.0,3,Relatively New,1807.0,1,0,2,Low,mid,1.45
Flat,sector 69,2.0,3.0,1,Relatively New,1500.0,0,0,2,High,lower,1.19
Flat,sector 2,2.0,2.0,2,Relatively New,800.0,0,0,0,Low,mid,0.35
House,sector 8,2.0,4.0,No,Moderately Old,891.0,0,0,0,Low,lower,0.82
House,sohna road road,3.0,3.0,3+,Moderately Old,3500.0,1,0,0,Low,lower,5.5
Flat,manesar,3.0,3.0,3+,Moderately Old,2321.0,1,0,0,Low,mid,0.9
Flat,sector 63,4.0,4.0,3,New Property,3956.0,0,0,0,Medium,high,7.52
House,sector 109,5.0,5.0,2,Relatively New,2430.0,1,0,0,Medium,lower,6.2
Flat,sector 2,2.0,2.0,3,Moderately Old,1416.0,0,0,0,Medium,mid,1.26
House,sector 12,2.0,2.0,1,Old Property,166.0,0,0,0,Low,lower,1.4
Flat,sohna road,2.0,2.0,3+,Relatively New,1318.0,0,0,2,Low,high,1.1
House,sector 66,4.0,4.0,3+,Relatively New,2115.0,1,1,0,Medium,lower,8.8
House,sector 109,4.0,4.0,3+,New Property,5400.0,1,0,2,Low,lower,5.65
Flat,sector 79,3.0,3.0,3,Relatively New,1362.0,0,0,0,High,mid,1.28
Flat,sector 81,2.0,2.0,2,Relatively New,2223.0,0,0,2,Medium,lower,0.95
House,sector 82,4.0,3.0,No,Relatively New,3240.0,0,0,0,Low,lower,6.5
House,sector 57,9.0,9.0,3+,New Property,2660.0,1,0,2,Medium,lower,6.25
Flat,sector 69,3.0,3.0,1,Relatively New,1392.0,0,0,0,Medium,mid,1.38
Flat,sector 85,4.0,6.0,3,Relatively New,3890.0,1,0,0,High,mid,1.91
Flat,sector 2,1.0,1.0,2,Moderately Old,723.0,0,0,0,Medium,mid,0.56
Flat,sector 102,2.0,2.0,2,New Property,1495.0,0,0,0,Medium,mid,0.97
Flat,sector 77,3.0,4.0,3+,New Property,1600.0,1,0,2,Medium,mid,2.1
Flat,sector 83,3.0,3.0,2,Relatively New,1588.0,1,1,2,High,mid,1.05
Flat,sector 95,2.0,2.0,3+,New Property,2189.0,0,0,0,Medium,mid,0.82
Flat,sector 67a,2.0,2.0,1,New Property,657.0,0,0,0,Low,mid,0.7
Flat,sector 65,3.0,4.0,2,Relatively New,3355.0,0,0,0,Low,high,6.15
House,sector 9,3.0,3.0,2,Old Property,2367.0,0,0,2,Low,lower,3.2
House,sector 3,1.0,1.0,No,Moderately Old,3800.0,0,0,0,Low,lower,3.5
Flat,sector 81,3.0,3.0,3+,Relatively New,1650.0,1,0,1,Low,mid,2.4
Flat,sector 86,2.0,2.0,3,Relatively New,1339.0,0,0,0,Low,mid,1.3
Flat,sector 102,3.0,3.0,3+,Relatively New,2929.0,0,0,0,Low,lower,1.75
Flat,sector 33,3.0,2.0,3+,New Property,1409.0,0,0,0,Low,high,1.35
Flat,sector 92,4.0,5.0,3+,Relatively New,1692.0,1,0,0,Medium,mid,0.9
Flat,manesar,2.0,2.0,No,Under Construction,1300.0,0,0,0,Low,mid,0.5
House,sector 17,8.0,8.0,3,Relatively New,4050.0,0,0,2,Low,lower,9.5
Flat,sector 99,2.0,2.0,2,Relatively New,784.0,0,1,0,Low,mid,0.72
House,sector 43,5.0,6.0,3+,Moderately Old,2700.0,1,1,2,Medium,lower,8.25
Flat,sector 85,4.0,5.0,3+,Relatively New,2544.0,0,0,0,Medium,lower,2.2
Flat,sector 107,4.0,5.0,3+,Relatively New,2504.0,1,0,0,Low,mid,1.65
Flat,sector 65,3.0,3.0,3,Relatively New,3049.0,1,0,2,Medium,lower,2.36
Flat,sector 79,3.0,3.0,3,Relatively New,1422.0,0,0,0,High,mid,1.34
Flat,sector 109,3.0,3.0,3,Relatively New,1650.0,0,1,2,High,high,1.65
Flat,sector 86,3.0,3.0,3+,Relatively New,1548.0,0,0,2,High,mid,1.6
Flat,sector 69,3.0,3.0,3,Relatively New,1639.0,0,0,0,Low,high,2.07
Flat,sector 86,3.0,2.0,1,New Property,1878.0,0,0,0,Low,mid,0.95
Flat,sector 83,3.0,2.0,2,Moderately Old,1600.0,0,0,2,Medium,lower,1.05
Flat,sector 106,3.0,3.0,3,Relatively New,1145.0,0,0,0,High,mid,1.2
Flat,sector 86,3.0,3.0,1,Relatively New,1745.0,0,0,2,Low,mid,1.72
Flat,sector 36,3.0,2.0,3,New Property,1201.0,0,0,0,Low,lower,0.82
Flat,sector 90,4.0,4.0,3+,Moderately Old,2467.0,1,0,0,Low,high,2.0
Flat,sector 81,3.0,3.0,3+,Relatively New,1929.0,1,0,1,High,high,2.25
House,sector 50,5.0,6.0,No,Moderately Old,3000.0,0,0,0,Low,lower,6.5
Flat,sector 37d,3.0,3.0,2,Relatively New,1163.0,0,0,0,Low,lower,1.0
Flat,sector 65,3.0,3.0,3,Relatively New,2816.0,1,0,2,Medium,mid,4.95
Flat,sector 81,2.0,2.0,3,Relatively New,700.0,0,0,0,Medium,mid,0.49
House,sector 6,2.0,5.0,1,New Property,120.0,0,0,0,Low,lower,1.25
Flat,sector 85,4.0,5.0,3+,New Property,2017.0,1,0,2,Low,mid,1.5
Flat,sector 104,2.0,2.0,1,Relatively New,515.0,0,0,0,Low,mid,0.4
Flat,sector 62,5.0,7.0,3,Relatively New,4989.0,1,0,2,High,mid,10.75
Flat,sector 54,3.0,4.0,3+,Relatively New,1875.0,1,0,2,Low,high,4.85
Flat,sector 95,2.0,2.0,2,New Property,571.0,0,0,0,Low,mid,0.45
Flat,sector 85,2.0,2.0,3,Relatively New,1700.0,0,0,2,High,mid,1.18
Flat,sector 70,3.0,3.0,3,Relatively New,3054.0,1,0,0,Low,mid,1.55
Flat,sector 90,3.0,3.0,3+,Relatively New,1700.0,1,0,0,Medium,high,1.25
Flat,sector 56,3.0,2.0,2,Old Property,1275.0,0,0,0,High,lower,1.35
Flat,sector 109,3.0,3.0,3,Relatively New,1550.0,0,0,2,Low,mid,1.75
House,sector 4,1.0,1.0,1,Moderately Old,432.0,0,0,0,Low,lower,0.4
Flat,dwarka expressway,3.0,3.0,No,Under Construction,1758.0,0,0,0,Low,lower,1.08
Flat,sector 48,3.0,3.0,3+,Moderately Old,2364.0,1,0,1,Medium,mid,5.15
Flat,sector 113,2.0,2.0,3,Relatively New,1423.0,0,0,0,Medium,mid,1.75
House,sector 55,4.0,4.0,No,Old Property,1500.0,0,0,0,Low,lower,2.8
Flat,sector 45,4.0,4.0,2,Old Property,3194.0,1,0,1,Low,mid,2.25
Flat,sector 37d,3.0,3.0,3+,Relatively New,1639.0,0,0,0,Medium,mid,1.55
Flat,sector 89,3.0,1.0,No,New Property,1103.0,0,0,0,Low,lower,1.1
Flat,sector 6,3.0,2.0,2,Moderately Old,111.0,0,0,0,Medium,lower,0.48
Flat,sector 84,2.0,2.0,2,Relatively New,1086.0,0,0,0,Medium,mid,0.6
Flat,sector 85,4.0,5.0,3+,Relatively New,2544.0,0,0,0,Medium,lower,1.85
Flat,sector 69,4.0,4.0,1,Relatively New,1782.0,0,0,0,Medium,mid,1.75
Flat,sector 79,2.0,2.0,2,Relatively New,1330.0,0,0,2,Medium,mid,1.3
House,sector 48,7.0,7.0,3,Moderately Old,2340.0,0,0,2,Low,lower,5.0
Flat,sector 33,3.0,2.0,3+,Under Construction,1333.0,0,0,0,Medium,high,1.39
Flat,sector 43,4.0,4.0,3+,Moderately Old,2722.0,1,0,0,Low,lower,2.5
Flat,sector 106,3.0,3.0,No,Relatively New,2450.0,0,0,0,Medium,high,3.9
Flat,sector 70,3.0,5.0,3,Relatively New,3054.0,1,0,0,Medium,lower,1.64
Flat,sector 65,2.0,2.0,2,Relatively New,1010.0,0,0,2,High,mid,1.42
Flat,sector 99a,2.0,2.0,1,New Property,1199.0,0,0,0,Low,lower,0.3
