property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_cat,floor catt,price
Flat,sector 69,3.0,3.0,2,Relatively New,1428.0,0,0,0,Medium,mid,1.4
House,sector 24,4.0,4.0,3,Under Construction,2844.0,1,1,2,High,lower,3.51
House,sector 12,3.0,3.0,No,Old Property,200.0,0,0,0,Low,lower,1.7
House,sector 48,5.0,6.0,3,Moderately Old,8250.0,1,0,0,Medium,lower,22.0
Flat,sector 67a,3.0,3.0,3,New Property,1583.0,0,0,0,Low,mid,2.0
Flat,sector 37c,3.0,4.0,3,Relatively New,1665.0,0,0,0,Medium,mid,1.22
Flat,sector 88a,2.0,2.0,3+,Relatively New,266.0,0,0,1,Medium,mid,1.45
Flat,sector 104,3.0,4.0,3+,Relatively New,1668.0,1,0,0,Medium,mid,1.25
Flat,sector 111,4.0,5.0,3+,Moderately Old,2669.0,1,0,2,Medium,high,3.65
Flat,sector 81,3.0,2.0,3+,Relatively New,2637.0,0,0,0,High,mid,1.1
Flat,sector 69,3.0,3.0,1,Relatively New,1392.0,0,0,2,Medium,mid,1.3
Flat,sector 108,3.0,3.0,3,Relatively New,1711.0,0,1,2,High,high,2.33
Flat,sector 95,3.0,3.0,2,Relatively New,1800.0,0,0,0,Low,lower,0.72
Flat,sector 102,3.0,3.0,3,Relatively New,1852.0,0,0,0,Medium,mid,2.12
Flat,sector 84,3.0,4.0,3,Relatively New,3407.0,1,0,0,Medium,high,1.52
Flat,sector 102,3.0,4.0,3+,Relatively New,4666.0,0,0,2,Low,lower,2.4
Flat,sector 79,2.0,2.0,1,New Property,546.0,0,0,0,Medium,lower,0.36
Flat,sector 92,3.0,3.0,3,Moderately Old,1571.0,0,0,0,Low,lower,0.65
Flat,sector 76,2.0,2.0,3,Relatively New,1199.0,0,0,2,Low,mid,0.75
Flat,sector 90,4.0,4.0,3+,Moderately Old,2139.0,1,1,0,Low,mid,1.42
Flat,sector 67,2.0,2.0,1,New Property,889.0,0,0,0,Medium,mid,0.56
House,sector 7,2.0,2.0,2,Moderately Old,1080.0,0,0,2,Medium,lower,1.55
Flat,sector 85,2.0,2.0,3,Relatively New,1475.0,0,0,0,Low,mid,1.09
Flat,sector 85,2.0,2.0,3,Relatively New,1484.0,0,0,0,Low,mid,1.05
House,sector 4,4.0,4.0,3+,Old Property,1800.0,0,0,0,Low,lower,1.1
Flat,sector 95,2.0,2.0,1,New Property,694.0,0,0,2,Medium,mid,0.33
House,sector 12,7.0,7.0,3,Old Property,2700.0,0,0,0,Low,lower,2.9
Flat,sector 37d,2.0,2.0,3,New Property,1250.0,0,0,0,Low,lower,0.65
Flat,sector 81,4.0,4.0,3+,New Property,2598.0,1,0,1,High,mid,3.45
Flat,sector 104,2.0,2.0,3+,Relatively New,1269.0,0,0,0,Medium,mid,0.85
Flat,sector 104,4.0,4.0,3+,Relatively New,5794.0,1,0,2,Low,mid,2.65
Flat,sector 70a,2.0,2.0,3,New Property,1400.0,0,0,0,Medium,lower,1.15
Flat,sector 102,3.0,3.0,3+,Relatively New,2250.0,1,0,2,Medium,lower,1.85
Flat,sector 113,2.0,2.0,2,New Property,1418.0,0,0,0,Medium,mid,1.5
Flat,sector 76,3.0,4.0,3,Under Construction,2937.0,0,0,0,Low,mid,3.5
House,sector 43,4.0,4.0,2,Old Property,1935.0,1,1,0,Low,lower,5.75
Flat,sector 3,2.0,1.0,2,Relatively New,1222.0,0,0,0,Low,lower,0.26
Flat,sector 95,2.0,2.0,2,Relatively New,744.0,0,0,0,Low,mid,0.48
House,sector 50,4.0,5.0,3,Old Property,2160.0,1,0,2,Medium,lower,6.8
Flat,sector 50,3.0,3.0,3+,Moderately Old,2400.0,1,0,0,High,mid,2.7
House,sector 33,5.0,7.0,3+,Relatively New,5056.0,1,0,0,Medium,lower,11.75
House,sector 17,4.0,4.0,No,Old Property,3000.0,0,0,0,Low,lower,3.0
Flat,sector 104,2.0,3.0,3,New Property,1538.0,1,0,0,Low,high,1.8
Flat,sector 88a,3.0,3.0,3+,Relatively New,1674.0,0,0,2,Low,lower,1.4
House,sector 11,7.0,3.0,No,Moderately Old,300.0,0,0,0,Low,lower,1.2
Flat,sector 102,2.0,2.0,3,Relatively New,2146.0,0,0,0,Low,lower,1.2
Flat,sector 72,4.0,4.0,3+,New Property,4000.0,1,1,2,High,lower,5.0
House,sector 49,5.0,5.0,2,Relatively New,3456.0,1,0,2,Low,lower,6.5
Flat,sector 85,4.0,6.0,3,Relatively New,3920.0,1,0,0,High,mid,2.2
Flat,sector 102,3.0,4.0,3+,Relatively New,1400.0,1,0,2,High,mid,1.35
Flat,sector 70a,4.0,3.0,3,Relatively New,2111.0,0,0,2,Low,lower,1.7
Flat,sector 50,3.0,3.0,3,Moderately Old,2093.0,0,1,2,Medium,mid,2.51
Flat,sector 92,3.0,3.0,No,Relatively New,1572.0,0,0,0,Low,mid,0.7
Flat,sector 47,4.0,4.0,3+,Moderately Old,5714.0,0,1,2,Medium,lower,1.8
Flat,sector 24,3.0,4.0,3+,Old Property,6402.0,1,0,2,Medium,lower,4.25
Flat,sector 48,3.0,3.0,3,Moderately Old,1493.0,0,1,1,High,lower,1.42
House,sector 23,9.0,9.0,3+,Moderately Old,4200.0,1,0,2,Low,lower,5.5
Flat,sector 108,3.0,3.0,3+,Relatively New,3322.0,0,0,0,High,mid,1.3
Flat,sector 113,2.0,2.0,2,Relatively New,1430.0,0,0,0,Medium,mid,1.75
Flat,sector 74,2.0,2.0,3,Relatively New,1250.0,0,1,0,High,mid,1.52
House,sector 12,3.0,3.0,No,Relatively New,1160.0,0,0,0,Low,lower,0.7
Flat,sector 109,3.0,3.0,3+,Relatively New,1466.0,0,1,0,Medium,mid,1.4
Flat,sector 109,1.0,1.0,2,Relatively New,965.0,0,0,0,Low,mid,1.7
House,sector 10a,3.0,4.0,3,Moderately Old,1836.0,0,0,2,Low,lower,3.6
House,sohna road road,3.0,10.0,3+,New Property,1065.0,0,0,0,Low,lower,0.95
House,sector 7,7.0,7.0,No,Old Property,2610.0,0,0,0,Low,lower,3.0
Flat,sohna road,2.0,2.0,3,Relatively New,1955.0,0,0,0,Low,mid,0.73
Flat,sector 89,2.0,2.0,2,New Property,1371.0,0,0,0,Low,lower,0.97
House,sector 104,3.0,5.0,3+,Moderately Old,920.0,0,0,0,Medium,lower,1.95
Flat,sector 43,3.0,3.0,2,Moderately Old,1273.0,0,0,0,Medium,mid,2.0
Flat,sector 70,3.0,2.0,2,Relatively New,1350.0,0,0,0,Low,mid,1.1
Flat,sector 107,1.0,1.0,No,Relatively New,318.0,0,0,0,Medium,lower,0.25
Flat,sector 104,3.0,2.0,2,Under Construction,2240.0,0,0,0,Low,lower,1.4
Flat,sector 84,3.0,3.0,3,Relatively New,1651.0,0,0,0,Medium,mid,0.9
Flat,sector 69,4.0,4.0,2,New Property,1819.0,0,0,0,Medium,mid,1.7
House,sector 21,3.0,2.0,1,Old Property,594.0,0,0,0,Low,lower,0.45
Flat,sector 99a,3.0,5.0,3,Relatively New,1750.0,1,0,0,Low,lower,1.08
Flat,sector 85,3.0,4.0,3,New Property,2179.0,0,0,0,Low,mid,1.65
Flat,sector 79,2.0,2.0,3,Relatively New,1411.0,0,0,0,High,mid,1.33
Flat,sector 83,3.0,4.0,No,Relatively New,1900.0,0,0,0,Medium,mid,1.8
Flat,dwarka expressway,3.0,3.0,3,New Property,1528.0,0,0,0,Low,lower,1.6
Flat,sector 71,2.0,2.0,2,Relatively New,1084.0,0,0,0,Low,mid,0.79
Flat,sector 69,4.0,4.0,2,Relatively New,1819.0,0,0,0,Medium,lower,1.68
Flat,gwal pahari,1.0,1.0,1,Moderately Old,565.0,0,0,0,Low,mid,0.38
Flat,sector 107,2.0,2.0,2,New Property,622.0,0,0,0,Low,mid,0.5
Flat,sector 85,2.0,2.0,3,Under Construction,102.0,0,0,0,Low,high,1.35
Flat,sector 65,3.0,3.0,3,New Property,1969.0,0,0,0,Low,high,2.79
Flat,sector 110,4.0,5.0,3,Relatively New,3000.0,1,0,0,High,mid,3.4
House,sector 50,4.0,4.0,3,Moderately Old,3240.0,1,0,0,Low,lower,9.8
Flat,sector 102,3.0,4.0,3+,Relatively New,1944.0,1,0,2,Medium,high,2.15
Flat,sector 90,4.0,4.0,3+,Moderately Old,2004.0,1,0,0,Low,high,1.7
Flat,sector 112,3.0,3.0,2,Relatively New,2600.0,0,0,2,Low,lower,3.0
Flat,sector 61,2.0,2.0,2,Under Construction,1244.0,0,0,0,Medium,lower,1.7
Flat,sector 37c,2.0,2.0,3+,Relatively New,1310.0,0,0,0,Medium,mid,0.66
Flat,sector 70a,3.0,3.0,3,Relatively New,1925.0,0,0,0,Medium,lower,1.8
House,sector 67a,4.0,4.0,2,New Property,2700.0,0,0,2,Medium,lower,1.83
Flat,sector 70,3.0,5.0,3,Relatively New,3054.0,1,0,0,Medium,mid,1.6
Flat,sector 72,3.0,3.0,3,Moderately Old,2986.0,1,0,0,Medium,lower,3.25
Flat,sector 67,1.0,1.0,1,Relatively New,826.0,0,0,0,Low,high,1.0
Flat,sector 22,2.0,2.0,2,Relatively New,1200.0,0,0,1,Medium,mid,1.65
Flat,sector 89,3.0,3.0,3+,Under Construction,1944.0,0,0,0,Medium,mid,1.7
Flat,sector 37d,3.0,2.0,3+,Relatively New,1375.0,0,0,0,Low,high,1.5
Flat,sector 90,3.0,4.0,3,New Property,1696.0,1,0,0,Medium,lower,0.96
Flat,sector 81,3.0,3.0,3+,Relatively New,3762.0,1,0,1,Medium,lower,2.21
Flat,sector 99a,4.0,5.0,3+,Relatively New,2150.0,1,0,0,Low,lower,1.38
Flat,sector 61,2.0,2.0,2,Under Construction,1333.0,0,0,0,Low,lower,1.65
Flat,sector 92,4.0,5.0,3+,Relatively New,1805.0,1,0,0,Low,lower,0.9
Flat,sector 84,2.0,2.0,3,Relatively New,2721.0,0,0,2,Low,mid,1.15
Flat,sector 83,3.0,3.0,3,Relatively New,3237.0,0,1,0,Medium,lower,1.05
Flat,sector 37d,4.0,3.0,3+,Relatively New,2091.0,0,0,2,Medium,mid,1.65
Flat,sohna road,1.0,1.0,2,New Property,360.0,0,0,0,Medium,lower,0.24
Flat,sohna road,2.0,2.0,3,Relatively New,1148.0,0,0,0,Medium,mid,0.73
Flat,sector 10a,3.0,3.0,3,Moderately Old,1833.0,0,0,0,Low,lower,1.1
Flat,sector 104,3.0,3.0,3,New Property,1490.0,0,0,0,Medium,mid,1.3
Flat,sector 37d,3.0,3.0,3,Under Construction,1250.0,0,0,0,Low,lower,1.0
Flat,sector 86,3.0,4.0,3,Relatively New,2067.0,1,0,0,Medium,mid,1.93
Flat,sector 43,3.0,3.0,2,New Property,195.0,0,0,0,Low,lower,2.5
Flat,sector 112,4.0,5.0,3,Relatively New,4800.0,0,0,0,Medium,mid,6.5
Flat,sector 9a,3.0,3.0,2,Moderately Old,1402.0,0,0,0,Low,mid,0.95
Flat,sector 45,3.0,3.0,2,New Property,195.0,1,0,2,Low,lower,2.4
House,sector 4,4.0,4.0,2,Old Property,1440.0,0,0,0,Low,lower,2.35
Flat,sector 99,2.0,2.0,3,New Property,1365.0,0,0,0,Medium,lower,0.82
Flat,sector 69,3.0,3.0,1,Relatively New,1419.0,0,0,0,Medium,mid,1.4
House,sector 70a,5.0,4.0,3+,New Property,2610.0,1,0,2,Low,lower,5.25
Flat,sector 91,3.0,3.0,3+,Relatively New,1700.0,0,0,0,Medium,mid,1.4
House,sector 26,7.0,9.0,3+,Moderately Old,9000.0,1,1,1,Medium,lower,31.5
Flat,sector 109,3.0,3.0,1,New Property,2519.0,1,0,0,Low,lower,1.5
Flat,sector 92,3.0,3.0,2,Relatively New,1596.0,0,0,0,Low,mid,0.71
Flat,sector 113,3.0,3.0,3+,New Property,2006.0,1,0,0,Medium,mid,2.85
House,sector 92,4.0,4.0,3+,Relatively New,5000.0,0,0,0,Low,lower,2.75
Flat,sector 65,3.0,3.0,3,Relatively New,1833.0,1,0,0,Low,lower,2.24
House,sector 82,5.0,5.0,3+,Relatively New,3240.0,1,0,2,Medium,lower,7.5
Flat,sector 28,3.0,4.0,3+,Moderately Old,1956.0,1,0,1,Low,lower,2.2
Flat,sector 104,4.0,5.0,3+,New Property,2582.0,1,0,0,Medium,lower,1.75
Flat,sector 71,4.0,4.0,3,Moderately Old,2126.0,1,0,0,Medium,mid,1.3
Flat,sohna road,2.0,2.0,2,Relatively New,939.0,0,0,0,High,lower,0.54
Flat,sector 50,3.0,3.0,3,Moderately Old,2600.0,1,0,2,High,mid,2.92
Flat,sohna road,2.0,2.0,1,New Property,699.0,0,0,0,Low,lower,0.34
Flat,sector 85,3.0,4.0,3,Relatively New,4455.0,1,0,0,High,mid,1.58
House,sector 43,8.0,7.0,3+,Moderately Old,2850.0,1,0,2,Medium,lower,5.5
Flat,sector 106,3.0,2.0,2,Relatively New,1359.0,0,0,0,Low,lower,1.82
Flat,sector 90,2.0,2.0,3,New Property,1223.0,0,0,0,Medium,mid,0.7
Flat,sector 69,4.0,4.0,1,Relatively New,1782.0,0,0,0,Medium,mid,1.72
Flat,sector 37d,3.0,3.0,3+,Relatively New,1982.0,1,0,0,Low,mid,1.72
Flat,sector 104,4.0,5.0,3+,Relatively New,2991.0,1,1,0,Medium,lower,1.35
House,sector 109,4.0,5.0,3+,Relatively New,2214.0,1,0,2,Medium,lower,5.85
Flat,sector 107,3.0,2.0,2,Relatively New,717.0,0,0,0,Low,mid,0.5
Flat,sector 89,3.0,3.0,2,New Property,1581.0,0,0,0,Low,lower,1.3
Flat,sector 90,2.0,2.0,1,New Property,1150.0,0,0,0,Low,mid,0.4
Flat,sector 81,4.0,6.0,3+,Relatively New,3800.0,1,0,2,Low,high,4.5
Flat,sector 102,4.0,4.0,3+,Relatively New,3178.0,0,0,2,Medium,mid,3.0
Flat,sector 83,3.0,2.0,3,Relatively New,1588.0,0,0,0,Low,high,1.15
Flat,sector 102,4.0,5.0,3+,Moderately Old,2311.0,1,0,0,Medium,high,2.65
Flat,sector 85,4.0,5.0,3+,Relatively New,2017.0,1,0,0,Low,mid,1.73
Flat,sector 103,2.0,2.0,3,Relatively New,1250.0,0,0,2,Medium,mid,1.15
Flat,sector 92,4.0,4.0,No,Relatively New,2040.0,0,0,0,Low,mid,1.3
Flat,sector 37d,3.0,3.0,3+,Under Construction,1561.0,0,0,0,Medium,mid,1.1
Flat,new,4.0,4.0,2,Under Construction,3889.0,1,0,2,Medium,lower,4.0
Flat,sector 80,3.0,4.0,2,Moderately Old,1854.0,0,1,0,Medium,mid,1.4
Flat,sector 9a,3.0,3.0,2,Old Property,2877.0,0,0,2,Low,lower,0.88
Flat,sector 108,2.0,2.0,2,Relatively New,1235.0,0,0,2,High,mid,0.65
Flat,sector 79,2.0,2.0,3,Relatively New,2024.0,0,0,0,Low,mid,0.96
Flat,sector 52,1.0,1.0,No,Moderately Old,513.0,0,0,2,Low,,0.45
Flat,manesar,3.0,3.0,3+,Moderately Old,1900.0,1,0,0,Low,mid,0.91
Flat,sector 113,3.0,4.0,3+,Relatively New,2217.0,1,0,2,Low,lower,2.7
House,sector 26,5.0,4.0,3+,Moderately Old,4518.0,1,1,2,Medium,lower,18.0
Flat,sector 90,3.0,3.0,2,Relatively New,1578.0,0,0,0,Low,mid,1.25
Flat,sector 49,3.0,3.0,1,Moderately Old,1471.0,0,1,0,High,mid,1.85
Flat,sector 37c,3.0,3.0,3+,Relatively New,1890.0,1,0,0,Medium,lower,1.4
House,sector 8,2.0,3.0,3,Moderately Old,900.0,0,0,0,Low,lower,0.82
Flat,sector 92,4.0,4.0,3,Relatively New,2267.0,0,0,0,Low,mid,1.44
Flat,sector 33,3.0,4.0,2,Moderately Old,1398.0,1,0,0,Low,mid,1.35
Flat,sector 82,3.0,3.0,3+,Relatively New,1844.0,1,1,2,High,lower,1.16
Flat,sector 79,3.0,3.0,No,Relatively New,1815.0,0,0,0,Low,mid,1.65
House,sector 33,5.0,7.0,3+,Under Construction,4071.0,1,1,0,Medium,lower,9.5
House,sector 45,5.0,4.0,2,Moderately Old,3240.0,1,0,2,Low,lower,8.5
Flat,sector 82a,3.0,3.0,3,Moderately Old,3337.0,0,0,0,Low,high,1.87
Flat,sector 61,2.0,2.0,2,Relatively New,1533.0,1,0,0,Medium,high,1.6
House,sector 26,5.0,5.0,3+,Old Property,1800.0,1,1,0,Medium,lower,5.8
Flat,sohna road,2.0,2.0,3,New Property,822.0,0,0,0,Medium,lower,0.65
Flat,sector 69,3.0,3.0,1,Relatively New,1392.0,0,0,0,High,mid,1.38
House,sector 51,6.0,3.0,3+,Relatively New,900.0,0,0,0,Medium,lower,2.25
Flat,sector 61,2.0,2.0,2,Under Construction,1278.0,0,0,0,Low,lower,1.47
House,sector 3,3.0,1.0,No,Moderately Old,1008.0,0,0,0,Low,lower,0.9
Flat,sector 95,2.0,2.0,1,New Property,610.0,0,0,0,Low,lower,0.38
Flat,sector 70a,3.0,3.0,3,Relatively New,1600.0,0,0,0,Medium,mid,1.82
House,sector 70a,3.0,2.0,1,New Property,667.0,0,0,0,Low,lower,2.1
Flat,sector 84,3.0,3.0,3,Relatively New,1651.0,0,0,0,Medium,high,0.88
Flat,sector 82,2.0,2.0,2,Relatively New,1176.0,0,0,2,Medium,high,0.81
Flat,sector 69,3.0,3.0,2,Relatively New,1428.0,0,0,0,Medium,mid,1.55
Flat,sector 85,2.0,2.0,2,Relatively New,1050.0,0,0,0,High,mid,0.55
Flat,sohna road,2.0,2.0,1,New Property,669.0,0,0,2,Medium,lower,0.4
Flat,sector 90,3.0,3.0,3,Relatively New,1540.0,0,0,0,High,mid,1.29
Flat,sector 65,2.0,2.0,3,New Property,1456.0,0,0,0,Medium,mid,1.8
Flat,sector 112,4.0,5.0,3+,Relatively New,3655.0,1,0,2,High,mid,5.49
Flat,sector 43,4.0,4.0,3+,Moderately Old,6228.0,0,0,2,Medium,mid,3.25
Flat,sector 37d,3.0,3.0,3,Under Construction,2283.0,0,0,0,Low,lower,1.25
Flat,sector 65,3.0,3.0,3,Under Construction,1867.0,0,0,0,Medium,high,2.8
Flat,sohna road,3.0,3.0,3,Relatively New,1344.0,0,0,0,High,lower,0.78
Flat,sector 70a,3.0,3.0,3+,Relatively New,1450.0,0,0,1,Low,lower,1.2
Flat,sector 49,3.0,3.0,3,Moderately Old,2178.0,0,0,0,Medium,lower,1.69
Flat,sector 113,3.0,4.0,3+,New Property,2200.0,1,0,0,High,mid,3.35
Flat,sector 113,3.0,2.0,2,Relatively New,2570.0,0,0,2,High,mid,1.9
Flat,sector 6,2.0,2.0,No,Relatively New,790.0,0,0,2,Low,lower,0.6
Flat,sector 83,2.0,2.0,3,Relatively New,1630.0,0,0,0,Low,lower,1.19
Flat,sector 56,1.0,1.0,1,Moderately Old,543.0,0,0,0,Low,lower,0.6
Flat,sector 110,4.0,5.0,3,Relatively New,3076.0,1,0,0,High,mid,3.49
House,sector 2,3.0,3.0,2,Old Property,1557.0,0,0,0,Low,lower,2.55
Flat,sohna road,2.0,2.0,2,Relatively New,500.0,0,0,2,Low,lower,0.28
Flat,sector 92,4.0,3.0,3,New Property,2104.0,1,0,0,Medium,mid,1.83
Flat,sector 37d,2.0,2.0,2,Relatively New,1242.0,0,0,0,Medium,lower,1.1
Flat,sector 67,3.0,4.0,3+,Moderately Old,1751.0,1,0,2,High,mid,2.35
Flat,sector 83,2.0,2.0,2,Moderately Old,1126.0,0,0,2,High,mid,0.84
Flat,sector 49,3.0,3.0,3+,Old Property,2061.0,0,0,2,Medium,mid,2.51
House,sector 12,3.0,7.0,3+,Moderately Old,3750.0,0,1,0,Low,lower,1.0
Flat,sector 90,3.0,3.0,3+,Relatively New,1581.0,0,0,0,Medium,high,1.21
Flat,sector 102,1.0,1.0,2,Relatively New,750.0,0,0,0,Low,mid,0.45
Flat,sector 108,3.0,3.0,2,Relatively New,1500.0,1,0,0,Medium,lower,0.85
Flat,sector 72,4.0,5.0,3+,Relatively New,2375.0,1,0,2,High,high,3.19
Flat,sohna road,2.0,2.0,2,Relatively New,743.0,0,0,0,Low,lower,0.3
House,sector 25,10.0,10.0,3,Old Property,3159.0,0,0,2,Medium,lower,9.0
House,sector 25,5.0,6.0,3+,Moderately Old,2700.0,1,1,0,Medium,lower,10.55
Flat,sector 85,3.0,4.0,2,Relatively New,1616.0,1,0,2,Low,mid,1.25
House,sector 82,4.0,4.0,3+,Moderately Old,2425.0,1,0,0,Medium,high,1.6
Flat,sector 60,4.0,5.0,3,Relatively New,2533.0,1,0,2,High,mid,3.7
Flat,sohna road,2.0,2.0,3+,Relatively New,2261.0,0,0,0,Medium,mid,0.87
Flat,sector 104,4.0,4.0,3+,Relatively New,2850.0,1,0,0,High,mid,2.62
Flat,sector 33,3.0,2.0,3+,Under Construction,118.0,0,0,0,Medium,high,1.45
House,sector 28,4.0,5.0,3+,Relatively New,2844.0,1,1,2,Medium,lower,11.75
House,sector 26,6.0,8.0,2,Relatively New,4518.0,1,1,2,Medium,lower,18.9
House,sector 25,3.0,9.0,3+,Old Property,1935.0,1,1,2,Medium,lower,6.5
Flat,sector 108,2.0,3.0,3,Relatively New,1283.0,0,0,0,Medium,lower,1.02
House,sector 49,3.0,3.0,1,Old Property,1386.0,0,0,2,Medium,lower,2.75
Flat,sector 37c,2.0,2.0,3,Under Construction,756.0,0,0,0,Medium,lower,0.4
Flat,sector 89,3.0,3.0,3+,New Property,1945.0,1,0,0,Low,mid,1.85
Flat,sector 69,3.0,3.0,2,Relatively New,2761.0,0,0,0,High,lower,1.44
Flat,sector 92,3.0,2.0,3,Under Construction,1091.0,0,0,0,Low,lower,0.99
Flat,sector 69,4.0,6.0,3+,Relatively New,5633.0,1,0,0,High,mid,3.1
Flat,gwal pahari,5.0,6.0,3+,Relatively New,9048.0,1,0,0,Low,high,7.5
House,sohna road road,1.0,4.0,3+,Old Property,535.0,0,0,0,Low,lower,1.2
Flat,sector 102,3.0,3.0,3,Relatively New,1300.0,1,0,0,Low,mid,1.4
House,sector 11,2.0,2.0,No,Relatively New,450.0,0,0,0,Low,lower,0.24
Flat,sector 28,2.0,2.0,2,New Property,1278.0,0,0,1,Medium,mid,1.91
Flat,sector 86,2.0,3.0,3,Relatively New,944.0,0,0,2,Low,mid,1.3
Flat,sector 65,2.0,2.0,3+,Relatively New,1433.0,0,0,0,Low,high,2.15
House,sector 43,7.0,7.0,3,Relatively New,963.0,0,0,1,Low,lower,2.5
Flat,sector 112,2.0,3.0,2,Relatively New,2441.0,1,0,0,Medium,mid,2.8
House,sector 105,2.0,2.0,2,Moderately Old,56.0,0,0,0,Low,lower,0.38
Flat,sohna road,1.0,1.0,1,New Property,438.0,0,0,0,Low,mid,0.26
Flat,sohna road,2.0,2.0,1,Relatively New,535.0,0,0,0,Medium,lower,0.25
Flat,sector 105,3.0,2.0,1,Relatively New,1111.0,0,0,0,Low,lower,0.42
Flat,sector 107,2.0,2.0,2,Relatively New,543.0,0,0,0,Low,mid,0.28
Flat,sohna road,2.0,2.0,1,Relatively New,577.0,0,0,0,Low,lower,0.29
House,sector 4,3.0,3.0,2,Old Property,2250.0,0,0,0,Low,lower,3.3
House,sector 43,9.0,9.0,3+,Relatively New,2700.0,1,0,1,Low,lower,7.85
Flat,sector 60,3.0,4.0,3+,Relatively New,2045.0,1,0,2,High,mid,2.85
Flat,sector 88b,2.0,4.0,3+,Under Construction,1350.0,0,0,0,Medium,lower,1.1
Flat,sector 106,3.0,4.0,3+,Relatively New,1186.0,1,0,0,Low,high,1.13
Flat,sector 92,3.0,4.0,2,Under Construction,1475.0,0,0,0,Medium,lower,1.7
Flat,manesar,3.0,3.0,3+,Moderately Old,1914.0,1,0,0,Low,lower,0.75
Flat,sector 37d,3.0,3.0,3,Relatively New,1700.0,0,0,0,High,mid,1.08
Flat,sector 63,3.0,3.0,3+,Relatively New,1642.0,1,0,2,Low,mid,3.0
Flat,sector 82a,4.0,4.0,3+,Relatively New,3546.0,0,0,0,Low,lower,2.6
House,sector 28,4.0,5.0,3+,Relatively New,2844.0,1,1,2,Medium,lower,12.0
Flat,sector 63a,2.0,2.0,2,Under Construction,978.0,0,0,0,Low,lower,1.65
House,sector 6,4.0,2.0,2,Moderately Old,1600.0,0,0,0,Low,lower,0.4
Flat,sector 85,2.0,2.0,3+,Relatively New,2760.0,0,1,0,Medium,mid,1.2
Flat,sector 69,3.0,3.0,2,Relatively New,1509.0,0,0,0,High,lower,1.68
Flat,sector 92,3.0,3.0,2,Relatively New,1068.0,0,0,0,Low,lower,0.5
House,sector 45,6.0,4.0,3+,Old Property,2475.0,1,1,2,Medium,lower,7.35
Flat,sector 107,2.0,2.0,2,Relatively New,543.0,0,0,0,Low,mid,0.28
Flat,sector 103,3.0,4.0,3+,Relatively New,3716.0,1,0,2,Low,mid,1.9
House,sector 26,5.0,5.0,2,Relatively New,1783.0,1,0,0,Low,lower,7.0
Flat,sector 39,3.0,4.0,3,Old Property,2222.0,1,0,1,Low,lower,1.75
Flat,sector 67,3.0,3.0,3,Relatively New,2047.0,0,0,2,Low,lower,2.9
Flat,sector 103,4.0,6.0,3+,Relatively New,5434.0,1,0,0,Medium,mid,2.14
Flat,sector 50,3.0,4.0,3+,Moderately Old,2450.0,1,0,2,High,lower,3.1
Flat,sector 89,2.0,2.0,1,Relatively New,672.0,0,0,1,Medium,lower,0.5
Flat,sector 109,3.0,2.0,3,Moderately Old,1701.0,0,0,0,Medium,high,1.3
Flat,sector 67,4.0,4.0,3+,Relatively New,2250.0,1,0,2,Medium,lower,2.72
Flat,sector 83,2.0,2.0,2,Relatively New,850.0,0,0,2,High,lower,0.78
House,sector 12,1.0,1.0,2,Old Property,2000.0,0,0,0,Low,lower,1.7
Flat,sector 106,1.0,1.0,1,New Property,778.0,0,0,0,Medium,high,0.46
Flat,sector 85,2.0,3.0,3,Relatively New,1550.0,0,0,0,Low,mid,1.17
Flat,sector 36a,2.0,2.0,2,Relatively New,1713.0,0,0,0,Low,mid,0.75
Flat,dwarka expressway,3.0,4.0,3,Under Construction,3094.0,0,0,0,Low,mid,1.65
Flat,sector 90,4.0,5.0,2,Relatively New,2330.0,1,0,0,High,mid,1.25
Flat,sector 77,3.0,3.0,3+,Relatively New,1900.0,1,0,0,Medium,mid,1.75
Flat,sector 79,2.0,2.0,3,Relatively New,1611.0,0,0,2,High,mid,0.95
Flat,sector 81,3.0,3.0,3,Moderately Old,1982.0,1,0,2,Low,lower,1.28
Flat,sector 83,3.0,3.0,3,Relatively New,3097.0,1,0,0,Medium,mid,1.48
House,sector 3,1.0,1.0,No,Moderately Old,750.0,0,0,0,Low,lower,0.55
Flat,sector 90,3.0,4.0,3,New Property,1764.0,1,0,0,Medium,mid,1.0
House,sector 43,5.0,5.0,3+,Relatively New,2250.0,1,0,2,Medium,lower,9.5
House,sector 7,3.0,3.0,2,Old Property,2250.0,0,0,0,Low,lower,3.1
Flat,sector 68,3.0,3.0,3+,Under Construction,2288.0,1,0,0,Low,lower,1.9
Flat,sector 58,3.0,4.0,2,Relatively New,2000.0,1,0,2,High,mid,3.83
House,sector 66,4.0,4.0,3+,Relatively New,5575.0,1,1,0,Medium,lower,9.01
Flat,sector 65,3.0,3.0,3,New Property,1717.0,1,1,0,Medium,mid,4.6
Flat,sector 37d,3.0,3.0,3,Relatively New,3414.0,0,0,0,Low,high,1.49
Flat,sohna road,3.0,2.0,3+,Relatively New,1211.0,0,0,0,Low,lower,0.95
Flat,sector 70,3.0,5.0,No,Relatively New,1950.0,0,0,0,Low,lower,1.75
Flat,sector 81,3.0,3.0,3+,New Property,1929.0,1,0,1,High,mid,2.25
House,sector 46,5.0,4.0,2,Moderately Old,1836.0,0,1,2,Medium,lower,4.25
